name,artists,album_name,date,song_id,cover_url,playlist,position,commit_date
We Groovin (with Jazzy),"Jamie Jones, Jazzy",We Groovin (with Jazzy),2024-03-01,6LiuMpZjyjjuXFP5Ljo9bv,https://i.scdn.co/image/ab67616d0000b27376e966ae2ae721c771183228,Mint,10,2024-03-08
LAST OF US (feat. Rita Ora),"Gryffin, Rita Ora",LAST OF US (feat. Rita Ora),2024-02-16,2Mwmp4qVCe8CJcalsT4xm1,https://i.scdn.co/image/ab67616d0000b273f0c5b18be674664912c284d6,Mint,12,2024-03-08
Lovers In A Past Life (with Rag'n'Bone Man),"Calvin Harris, RagnBone Man",Lovers In A Past Life (with Rag'n'Bone Man),2024-02-16,6v4ABPB255HDSWyIj3S9Wn,https://i.scdn.co/image/ab67616d0000b273bb08484f74ca64acd08882a1,Mint,13,2024-03-08
Carry You,"Martin Garrix, Third Party, Oaks, Declan J Donovan",Carry You,2024-02-16,31ZO9XuKt48Qb2eUTBynd2,https://i.scdn.co/image/ab67616d0000b2732cd834c826d484dcb3414699,Mint,15,2024-03-08
Pictures Of You,Anyma,Pictures Of You,2024-02-09,1D5ifTPFnQWDnSxSAfc1hc,https://i.scdn.co/image/ab67616d0000b273d684fe59d12d2f95ad19a978,Mint,17,2024-03-08
Skip,"Sebastian Ingrosso, Steve Angello",Skip,2024-02-23,0OHyE7d3EfGT6jIDVRN4Qn,https://i.scdn.co/image/ab67616d0000b27342d2a0c4026c12d898767984,Mint,29,2024-03-08
CONTIGO (with Tiësto),"KAROL G, Tiësto",CONTIGO (with Tiësto),2024-02-15,4UkUxO2WlKLc0Q1iEutGGh,https://i.scdn.co/image/ab67616d0000b273c5426d9daa879064ccf12fb1,VivaLatino,4,2024-03-01
Patadas de Ahogado / LATIN MAFIA - Rework,"HUGEL, Humbe",Patadas de Ahogado / LATIN MAFIA (Rework),2024-03-01,14S2VMZRhekYGluotZ4pqg,https://i.scdn.co/image/ab67616d0000b273842dee93ed6191a237250316,VivaLatino,9,2024-03-01
A Tu Manera,"Junior H, Peso Pluma",A Tu Manera,2024-02-16,2500EpUpryOBJX0rO8fDuB,https://i.scdn.co/image/ab67616d0000b273f75bca7da8d60de3f04cdc7f,VivaLatino,11,2024-03-01
TÚ NAME,Fuerza Regida,Dolido Pero No Arrepentido,2024-02-09,3FqUPvubYeRCMsdJ02QyZR,https://i.scdn.co/image/ab67616d0000b273abc2d11a541fa61795691697,VivaLatino,13,2024-03-01
The One (Pero No Como Yo),"Carin Leon, Kane Brown",The One (Pero No Como Yo),2024-03-01,4sP0UhSgdEExt7KpcgWHFq,https://i.scdn.co/image/ab67616d0000b27333277dacf8de606a66160057,VivaLatino,14,2024-03-01
Lollipop - Remix,"Darell, Ozuna, Maluma",Lollipop (Remix),2024-02-15,1S2WWT5jW9J3MauQ7r7qN4,https://i.scdn.co/image/ab67616d0000b273d47a89d4d4a517886d45b5f6,VivaLatino,17,2024-03-01
Mamasota,"Manuel Turizo, Yandel",Mamasota,2024-02-22,2X8PYX9YX49hA0YeFnWTGZ,https://i.scdn.co/image/ab67616d0000b2730def7379d2d1676d22c68319,VivaLatino,20,2024-03-01
Quédate Bebé,Grupo Frontera,Quédate Bebé,2024-02-15,427yd0A6Tkq8p2RYP4NeVn,https://i.scdn.co/image/ab67616d0000b2732515f3adf39df633eaea1be2,VivaLatino,28,2024-03-01
Training Season,Dua Lipa,Training Season,2024-02-15,6Qb7YsAqH4wWFUMbGsCpap,https://i.scdn.co/image/ab67616d0000b273790260cc86fd7b2678bb204d,GardeLaPeche,23,2024-03-01
Shiver,"John Summit, Hayla",Shiver,2024-02-14,1ls2PNiOHOxmSfHRyslgAl,https://i.scdn.co/image/ab67616d0000b273cce81d5ef0a2962779a12d95,Mint,1,2024-03-01
Somebody (2024),"Gotye, FISHER, Chris Lake, Kimbra, Sante Sansone",Somebody (2024),2024-02-09,0agQ9vIV7NP4dntGKLcCXO,https://i.scdn.co/image/ab67616d0000b273decbf9beecb3cb749ce3a2e2,Mint,4,2024-03-01
LAST OF US (feat. Rita Ora),"Gryffin, Rita Ora",LAST OF US (feat. Rita Ora),2024-02-16,2Mwmp4qVCe8CJcalsT4xm1,https://i.scdn.co/image/ab67616d0000b273f0c5b18be674664912c284d6,Mint,7,2024-03-01
Lovers In A Past Life (with Rag'n'Bone Man),"Calvin Harris, RagnBone Man",Lovers In A Past Life (with Rag'n'Bone Man),2024-02-16,6v4ABPB255HDSWyIj3S9Wn,https://i.scdn.co/image/ab67616d0000b273bb08484f74ca64acd08882a1,Mint,10,2024-03-01
Carry You,"Martin Garrix, Third Party, Oaks, Declan J Donovan",Carry You,2024-02-16,31ZO9XuKt48Qb2eUTBynd2,https://i.scdn.co/image/ab67616d0000b2732cd834c826d484dcb3414699,Mint,11,2024-03-01
Pictures Of You,Anyma,Pictures Of You,2024-02-09,1D5ifTPFnQWDnSxSAfc1hc,https://i.scdn.co/image/ab67616d0000b273d684fe59d12d2f95ad19a978,Mint,12,2024-03-01
if u think i'm pretty,Artemas,pretty,2024-02-09,1ACA277B6f46DYCgZW8di3,https://i.scdn.co/image/ab67616d0000b2732f38649f6db562820104e551,GooseBumps,2,2024-03-01
Stranger,Hailey Knox,Stranger,2024-02-09,6bka0NlfgkLUFwcrFLwQYm,https://i.scdn.co/image/ab67616d0000b2731e40952b04b503e726d3e6de,GooseBumps,8,2024-03-01
kinda smacks,"Royal & the Serpent, GAYLE",kinda smacks,2024-02-14,4cwi0Yd3pq1GfvHj7FLMdn,https://i.scdn.co/image/ab67616d0000b273a26033eaf75d97b7eb1704d2,PopRock,4,2024-03-01
Whatever She Wants,Bryson Tiller,Whatever She Wants,2024-02-13,57wp7VFnV8X0pSVnYArGeJ,https://i.scdn.co/image/ab67616d0000b2731aba7b448d35bd576ceac182,BigOnTheInternet,9,2024-03-01
if u think i'm pretty,Artemas,pretty,2024-02-09,1ACA277B6f46DYCgZW8di3,https://i.scdn.co/image/ab67616d0000b2732f38649f6db562820104e551,BigOnTheInternet,13,2024-03-01
it is what it is,Abe Parker,it is what it is,2024-02-15,0DiwE0n9CdMBf8Ow3g5C2F,https://i.scdn.co/image/ab67616d0000b273feacf86aa8483b2a001a9085,BigOnTheInternet,19,2024-03-01
Lollipop - Remix,"Darell, Ozuna, Maluma",Lollipop (Remix),2024-02-15,1S2WWT5jW9J3MauQ7r7qN4,https://i.scdn.co/image/ab67616d0000b273d47a89d4d4a517886d45b5f6,ThisIsMaluma,9,2024-03-01
Training Season,Dua Lipa,Training Season,2024-02-15,6Qb7YsAqH4wWFUMbGsCpap,https://i.scdn.co/image/ab67616d0000b273790260cc86fd7b2678bb204d,Workout,18,2024-03-01
TEXAS HOLD 'EM,Beyoncé,TEXAS HOLD 'EM,2024-02-11,0Z7nGFVCLfixWctgePsRk9,https://i.scdn.co/image/ab67616d0000b27349188fe723e4734b391f5162,TodayTopHits,3,2024-03-01
Training Season,Dua Lipa,Training Season,2024-02-15,6Qb7YsAqH4wWFUMbGsCpap,https://i.scdn.co/image/ab67616d0000b273790260cc86fd7b2678bb204d,TodayTopHits,6,2024-03-01
Saturn,SZA,Saturn,2024-02-22,1bjeWoagtHmUKputLVyDxQ,https://i.scdn.co/image/ab67616d0000b273d70916ee9e40c90380ba5f07,TodayTopHits,16,2024-03-01
Love On,Selena Gomez,Love On,2024-02-22,2fB5YRuD88drKpCXQOAk03,https://i.scdn.co/image/ab67616d0000b2731dd155d9de58c834e0eb38b6,TodayTopHits,21,2024-03-01
CONTIGO (with Tiësto),"KAROL G, Tiësto",CONTIGO (with Tiësto),2024-02-15,4UkUxO2WlKLc0Q1iEutGGh,https://i.scdn.co/image/ab67616d0000b273c5426d9daa879064ccf12fb1,ExitosColombia,5,2024-03-01
EMPELOTICA,"Lenny Tavárez, Feid",EMPELOTICA,2024-02-22,0dKsNKiWmqkoz8YAUzfigC,https://i.scdn.co/image/ab67616d0000b2732733f74a1fce417cf2c3c307,ExitosColombia,10,2024-03-01
Tejano Blue,Cigarettes After Sex,Tejano Blue,2024-02-28,6sQ833YbGp8SbtGcLCBwHw,https://i.scdn.co/image/ab67616d0000b2739f2bb7d1a5c3cfd905514b06,CafeCroissant,2,2024-03-01
May Ninth,Khruangbin,May Ninth,2024-02-20,2145px2VY14o2Pgr0OIttX,https://i.scdn.co/image/ab67616d0000b2733f22386ef429457f95b79520,CafeCroissant,4,2024-03-01
Dark Black,Marie Sarah,Dark Black,2024-03-01,15QWUDaLNNYvd8aXdj9GfK,https://i.scdn.co/image/ab67616d0000b273b94028b57bc031d90df992bd,CafeCroissant,5,2024-03-01
Good Torture (with Elyanna),"Sevdaliza, Elyanna",Good Torture (with Elyanna),2024-03-01,3s29qreJr2KU7BFSiDtw0U,https://i.scdn.co/image/ab67616d0000b273073e82daca18b7477eb9a679,CafeCroissant,8,2024-03-01
Would I Lie To You - The Muscle Shoals Sessions,"Texas, Spooner Oldham",Would I Lie To You (The Muscle Shoals Sessions),2024-02-12,1bua1dCfuFfvxO7rYtl5vZ,https://i.scdn.co/image/ab67616d0000b273047133ca5a8af47e1e98d5d4,CafeCroissant,12,2024-03-01
Years Roll By,"Vansire, MUNYA, JORDANN",Years Roll By,2024-03-01,0pVG9Vj40uY2Z7D4afDEPT,https://i.scdn.co/image/ab67616d0000b27332bc87b9ce24762957e5dc3f,CafeCroissant,15,2024-03-01
Juste toi et moi,Alice et Moi,Juste toi et moi,2024-02-14,2LsigtUd0PhjrtVIibZOQB,https://i.scdn.co/image/ab67616d0000b2734f363cc20ba18096e07b0ba0,CafeCroissant,19,2024-03-01
The Wedding Song,Angus & Julia Stone,The Wedding Song,2024-02-09,2mwY1C4oCxPFy2A3UQIcEu,https://i.scdn.co/image/ab67616d0000b27321aac89bc9e327e394dbee74,CafeCroissant,24,2024-03-01
"yes, and? (with Mariah Carey)","Ariana Grande, Mariah Carey","yes, and?",2024-02-16,2z65iWKbjfz4Ey2URvO1pt,https://i.scdn.co/image/ab67616d0000b2733916c10d3f7a8cada1bb30c9,JustHits,1,2024-03-01
Love On,Selena Gomez,Love On,2024-02-22,2fB5YRuD88drKpCXQOAk03,https://i.scdn.co/image/ab67616d0000b2731dd155d9de58c834e0eb38b6,JustHits,2,2024-03-01
EASY (English ver.),LE SSERAFIM,EASY (English ver.),2024-02-23,3y5nzCgwQPoaYWTdoKxWTo,https://i.scdn.co/image/ab67616d0000b273c629ad220477b75a258a8b2d,JustHits,21,2024-03-01
Todos Tenemos un Amor,"La Mosca Tse-Tse, Gilberto Santa Rosa",Todos Tenemos un Amor,2024-02-14,6vH11o55aRZCZqvF7SycPq,https://i.scdn.co/image/ab67616d0000b2730a4dac8a4b10b5b21abe2f5e,LatinDinner,19,2024-03-01
Mustang,Kings of Leon,Mustang,2024-02-22,5y1kheWw8d3DHl8bv5aEE8,https://i.scdn.co/image/ab67616d0000b273448ceb2c8dbd9454df3c86e6,RockThis,1,2024-03-01
Dark Matter,Pearl Jam,Dark Matter,2024-02-13,0HLRccMV34ON7T0hH1qEVn,https://i.scdn.co/image/ab67616d0000b2732524bae7497b3200115ed05c,RockThis,3,2024-03-01
Friendly Fire,Linkin Park,Friendly Fire,2024-02-23,1rAzOr3zpUDRtN2zsqGHiG,https://i.scdn.co/image/ab67616d0000b27337d322b43b5f3aa0215fa0e1,RockThis,7,2024-03-01
The Matrix,Mother Mother,Grief Chapter,2024-02-16,0GDfRJ1ewazvrnY5l8VXp7,https://i.scdn.co/image/ab67616d0000b273415623894d507d8f0dfc6b56,RockThis,16,2024-03-01
Gift Horse,IDLES,TANGK,2024-02-16,67CrKLE8d3Qhm4gcltiKs1,https://i.scdn.co/image/ab67616d0000b273838fbd7f0f3d02d2235cd121,RockThis,20,2024-03-01
Showtime,Catfish and the Bottlemen,Showtime,2024-02-22,0YLhxYUv69go9H8iirbSWO,https://i.scdn.co/image/ab67616d0000b273622463cf2c149994d6e360ff,RockThis,22,2024-03-01
CARNIVAL,"¥$, Kanye West, Ty Dolla $ign, Rich The Kid, Playboi Carti",VULTURES 1,2024-02-09,3w0w2T288dec0mgeZZqoNN,https://i.scdn.co/image/ab67616d0000b2730a31b4026a452ae8c3f97a76,PowerWorkout,6,2024-03-01
Whatever She Wants,Bryson Tiller,Whatever She Wants,2024-02-13,57wp7VFnV8X0pSVnYArGeJ,https://i.scdn.co/image/ab67616d0000b2731aba7b448d35bd576ceac182,PowerWorkout,8,2024-03-01
FUK SUMN,"¥$, Kanye West, Ty Dolla $ign",VULTURES 1,2024-02-09,5tEaVciE2GnR28aN6W9cLS,https://i.scdn.co/image/ab67616d0000b2730a31b4026a452ae8c3f97a76,PowerWorkout,13,2024-03-01
Your Apartment,Wallows,Your Apartment,2024-02-16,2F8GiqfSE1JSjLGHlHMmQa,https://i.scdn.co/image/ab67616d0000b273eb98ff66db63bf2f3c0a7a4c,ItsAllGood,18,2024-03-01
Training Season,Dua Lipa,Training Season,2024-02-15,6Qb7YsAqH4wWFUMbGsCpap,https://i.scdn.co/image/ab67616d0000b273790260cc86fd7b2678bb204d,FutursHits,4,2024-03-01
